assignment_id,pelatihan_id,judul_assignment,deskripsi_assignment,instruksi_submission,due_days_after_enroll,status_aktif,created_at
ASN000245,PLT000125,Dokumen bahan dan pemasok,Project file-upload: Dokumen bahan dan pemasok. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",26,true,2024-01-27 08:00:00
ASN000246,PLT000126,Perhitungan HPP produk utama,Tugas proyek: Perhitungan HPP produk utama. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",14,true,2024-01-15 08:00:00
ASN000247,PLT000126,Simulasi harga jual dan margin,Tugas proyek: Simulasi harga jual dan margin. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",17,true,2024-01-18 08:00:00
ASN000248,PLT000126,Perhitungan HPP produk utama,Tugas proyek: Perhitungan HPP produk utama. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",24,true,2024-01-25 08:00:00
ASN000249,PLT000127,Audit toko marketplace,Project file-upload: Audit toko marketplace. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",19,true,2024-01-20 08:00:00
ASN000250,PLT000128,Pitch deck produk ekspor,Tugas proyek: Pitch deck produk ekspor. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",17,true,2024-01-18 08:00:00
ASN000251,PLT000128,Rencana ekspor pemula,"Studi kasus terapan: Rencana ekspor pemula. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",23,true,2024-01-24 08:00:00
ASN000252,PLT000129,Mockup desain kemasan,Tugas proyek: Mockup desain kemasan. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",16,true,2024-01-17 08:00:00
ASN000253,PLT000129,Brand guideline sederhana,Project file-upload: Brand guideline sederhana. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",24,true,2024-01-25 08:00:00
ASN000254,PLT000130,SOP customer service,Project file-upload: SOP customer service. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",15,true,2024-01-16 08:00:00
ASN000255,PLT000131,SOP produksi harian,"Studi kasus terapan: SOP produksi harian. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",18,true,2024-01-19 08:00:00
ASN000256,PLT000132,Pitch deck UMKM,Tugas proyek: Pitch deck UMKM. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",19,true,2024-01-20 08:00:00
ASN000257,PLT000133,Template pembukuan sederhana,"Studi kasus terapan: Template pembukuan sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",12,true,2024-01-13 08:00:00
ASN000258,PLT000133,Analisis laba rugi satu bulan,Project file-upload: Analisis laba rugi satu bulan. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",21,true,2024-01-22 08:00:00
ASN000259,PLT000133,Template pembukuan sederhana,"Studi kasus terapan: Template pembukuan sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",26,true,2024-01-27 08:00:00
ASN000260,PLT000134,Rencana konten 14 hari,Project file-upload: Rencana konten 14 hari. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",18,true,2024-01-19 08:00:00
ASN000261,PLT000134,Laporan evaluasi kampanye digital,Project file-upload: Laporan evaluasi kampanye digital. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",23,true,2024-01-24 08:00:00
ASN000262,PLT000135,Portofolio foto produk,Project file-upload: Portofolio foto produk. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",15,true,2024-01-16 08:00:00
ASN000263,PLT000135,Katalog digital siap unggah,Tugas proyek: Katalog digital siap unggah. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",20,true,2024-01-21 08:00:00
ASN000264,PLT000136,Checklist legalitas usaha,Project file-upload: Checklist legalitas usaha. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",17,true,2024-01-18 08:00:00
ASN000265,PLT000137,Dokumen bahan dan pemasok,Project file-upload: Dokumen bahan dan pemasok. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",15,true,2024-01-16 08:00:00
ASN000266,PLT000138,Perhitungan HPP produk utama,Tugas proyek: Perhitungan HPP produk utama. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",19,true,2024-01-20 08:00:00
ASN000267,PLT000138,Simulasi harga jual dan margin,Project file-upload: Simulasi harga jual dan margin. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",18,true,2024-01-19 08:00:00
ASN000268,PLT000138,Perhitungan HPP produk utama,Tugas proyek: Perhitungan HPP produk utama. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",22,true,2024-01-23 08:00:00
ASN000269,PLT000139,Audit toko marketplace,Project file-upload: Audit toko marketplace. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",19,true,2024-01-20 08:00:00
ASN000270,PLT000140,Pitch deck produk ekspor,Project file-upload: Pitch deck produk ekspor. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",13,true,2024-01-14 08:00:00
ASN000271,PLT000140,Rencana ekspor pemula,"Studi kasus terapan: Rencana ekspor pemula. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",19,true,2024-01-20 08:00:00
ASN000272,PLT000141,Mockup desain kemasan,"Studi kasus terapan: Mockup desain kemasan. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",17,true,2024-01-18 08:00:00
ASN000273,PLT000142,SOP customer service,Project file-upload: SOP customer service. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",17,true,2024-01-18 08:00:00
ASN000274,PLT000143,SOP produksi harian,"Studi kasus terapan: SOP produksi harian. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",15,true,2024-01-16 08:00:00
ASN000275,PLT000143,Laporan perbaikan proses,Tugas proyek: Laporan perbaikan proses. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",23,true,2024-01-24 08:00:00
ASN000276,PLT000143,SOP produksi harian,"Studi kasus terapan: SOP produksi harian. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",28,true,2024-01-29 08:00:00
ASN000277,PLT000144,Pitch deck UMKM,Tugas proyek: Pitch deck UMKM. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",12,true,2024-01-13 08:00:00
ASN000278,PLT000144,Video pendek pitching usaha,Tugas proyek: Video pendek pitching usaha. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",22,true,2024-01-23 08:00:00
ASN000279,PLT000145,Template pembukuan sederhana,Tugas proyek: Template pembukuan sederhana. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",17,true,2024-01-18 08:00:00
ASN000280,PLT000145,Analisis laba rugi satu bulan,Tugas proyek: Analisis laba rugi satu bulan. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",18,true,2024-01-19 08:00:00
ASN000281,PLT000145,Template pembukuan sederhana,"Studi kasus terapan: Template pembukuan sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",29,true,2024-01-30 08:00:00
ASN000282,PLT000146,Rencana konten 14 hari,"Studi kasus terapan: Rencana konten 14 hari. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",18,true,2024-01-19 08:00:00
ASN000283,PLT000146,Laporan evaluasi kampanye digital,Project file-upload: Laporan evaluasi kampanye digital. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",20,true,2024-01-21 08:00:00
ASN000284,PLT000146,Rencana konten 14 hari,Tugas proyek: Rencana konten 14 hari. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",27,true,2024-01-28 08:00:00
ASN000285,PLT000147,Portofolio foto produk,"Studi kasus terapan: Portofolio foto produk. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",18,true,2024-01-19 08:00:00
ASN000286,PLT000147,Katalog digital siap unggah,"Studi kasus terapan: Katalog digital siap unggah. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",17,true,2024-01-18 08:00:00
ASN000287,PLT000147,Portofolio foto produk,Tugas proyek: Portofolio foto produk. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",24,true,2024-01-25 08:00:00
ASN000288,PLT000148,Checklist legalitas usaha,"Studi kasus terapan: Checklist legalitas usaha. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",17,true,2024-01-18 08:00:00
ASN000289,PLT000149,Dokumen bahan dan pemasok,"Studi kasus terapan: Dokumen bahan dan pemasok. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",14,true,2024-01-15 08:00:00
ASN000290,PLT000149,Draft manual halal sederhana,"Studi kasus terapan: Draft manual halal sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",17,true,2024-01-18 08:00:00
ASN000291,PLT000149,Dokumen bahan dan pemasok,Tugas proyek: Dokumen bahan dan pemasok. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",29,true,2024-01-30 08:00:00
ASN000292,PLT000150,Perhitungan HPP produk utama,"Studi kasus terapan: Perhitungan HPP produk utama. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",15,true,2024-01-16 08:00:00
ASN000293,PLT000150,Simulasi harga jual dan margin,Tugas proyek: Simulasi harga jual dan margin. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",18,true,2024-01-19 08:00:00
